utterance	label_0	label_1	label_2
집에만 있고 싶고 다른 걸 안 하고 싶을 때도 있지.	10	20	70
왜 이렇게 집중이 안 되죠	10	20	70
근데 언젠가부터 입맛이 너무 없는 거예요.	10	10	80
요즘에 목숨 버려야겠단 생각 자주 해	10	70	20
남편이랑 사이가 안 좋은 게 내 얼굴 탓인가 싶어.	20	70	10
엄마가 염치 없다고 욕이라도 했으면 좋겠어	70	10	20
정신 바짝 차리고 활기차게 살고 싶은 데 그게 안 돼	10	10	80
아기랑 나만 남으니까 너무 한심한 인생처럼 보였어	20	70	10
배가 부르면 기분이 다운되는 거 같아	80	10	10
왜 우울하지	90	5	5
잠 잘 수 있는 시간이 완전 줄어버렸어	20	10	70
모든 것들이 무의미하다고 느껴지고 개 외롭네	70	10	20
시댁이 나를 너무 무시하니까 아예 피하게 돼.	10	70	20
덕분에 20대때 자살시도를 했었어요.	20	70	10
하루에 대부분을 패배감에 젖어서 보내고 있어.	5	90	5
뒤척거리는 게 심해	5	5	90
내가 이것밖에 안 되나 싶어	20	10	70
외출할 일이 없어서 적적한 것 같아	10	80	10
회사에서 제대로 일을 할 수 없을 정도로 초조하고 숨 차	10	20	70
아무 이유 없이 의욕이 생기지 않는 것 같아	10	10	80
아기를 잃고 나서 내 자신이 하찮게 느껴졌어.	20	70	10
가족들이랑 같이 잘 때 특히 잠꼬대를 많이 해	10	10	80
한 가지 일에 오 분 이상을 집중 못 해요.	5	5	90
이대로 죽었으면 좋겠어	10	70	20
제 화에 주체를 못하고 집에 있는 옷들을 막 찢고 던져요.	70	20	10
친구들을 만나면 내가 더 한심스럽게 느껴져	10	80	10
살도 많이 빠지더라고.	10	20	70
물에 젖은 빨래처럼 몸이 처지네	10	10	80
너무 무의미하게 시간을 보내는 거 아는데 어떻게 해야 하는지 모르겠어	70	20	10
다음날 멀쩡한 게 밥달라고 하는 거 보니까 너무 꼴보기가 싫은거야.	90	5	5
오늘 상담 받고 와서 우울해요	90	5	5
정말로 너무 힘든 거야.	20	10	70
그렇게 살면서 가끔 밤에 되게 외롭단 말이야.	10	80	10
음식이 목으로 안 넘어가고… 기절할 거 같더라고요.	10	20	70
특별한 사건도 없는데 계속 화가 나.	80	10	10
진짜 꺼림칙해서 상종도 하기 싫어	20	10	70
애들이 있으니까 참고 사는데… 뭔가 여자로서의 삶이 없어진 기분이야.	20	10	70
점점 암울해지고 의욕이 사라지게 될까	70	20	10
어떻게 살아야 하는지 도통 감이 안 잡히는 거야.	5	90	5
오후 다섯 시만 넘어가면 힘이 빠진다	20	10	70
구속당하는 기분이라 울렁거려	5	5	90
운동만 나가려고 하면 가기 싫어 죽겠고 초조해	10	20	70
화나서 소화도 어려운 것 같아	5	5	90
미래에 대한 막연한 걱정 때문에 울적해지는 거야	20	10	70
따로 방법은 없었고 그냥 안먹었어.	10	10	80
TV 봐도 재밌지가 않아.	10	20	70
친구들은 전부 잘 사는데 나만 이런것 같아서 내 인생이 구질구질하게 느껴졌어	10	70	20
TV 보는 것도 귀찮아요.	10	10	80
심한 피로감 때문에 괴롭고 멍해	80	10	10
임신하고선 완전 멍해졌어	80	10	10
사는게 뭐 이러냐..원수같은 인생살이..	20	70	10
자살해버리고 싶어	10	70	20
그냥 자살하고 싶어요.	5	90	5
일이 바쁘니까 계속 개운한 기분이 안 들어	10	10	80
죽으려고 했는데 실패했지..	20	70	10
배가 안 고파도 계속 먹으니까 너무 힘들다	10	10	80
꾸지람 듣는 기분을 느끼면서 잠들어	80	10	10
입맛이 아예 사라진 느낌이야	20	10	70
요즘 계속 속이 안 좋아서 내시경을 받으러 갔어요.	10	20	70
격한 운동은 하지 말라고 하니까 너무 마음이 답답해	80	10	10
조각잠만 자니까 잔 것 같지도 않다	10	20	70
한 번에 잠들지 못 하니까 기운 빠지고 미치겠다	10	10	80
짜증이 나는 게 멈추지 않아	5	90	5
허무하다.	10	10	80
직장을 다녔을 땐 안 그랬는데 퇴사하니까 매일 적적한 기분이 들어요	10	80	10
이미 과체중 정도가 심해서 어쩔 수가 없어	20	10	70
안절부절 못하고 몸이 누가 위에서 누르고 있는 것처럼 무거워	20	10	70
장거리 연애여도 별로 안 힘들 줄 알았는데 생각보다 힘들더라구요.	5	5	90
우리집 얘기를 아는건 그 친구뿐이었는데…너무 화가 나고 힘들었어.	90	5	5
사실 그냥 별로 먹고 싶다는 생각이 안 들어요.	10	20	70
그러다 다리 아래를 봤는데 기분이 더 가라앉더라구요.	5	5	90
남편이 절망적인 말만 하니까 너무 답답하다	10	80	10
알바 가는 시간 빼놓고는 하루종일 그냥 집에 멍하니 있어요.	5	5	90
바쁘니까 식욕도 안 들고 무기력하다	10	20	70
직장 복귀할 거 생각하면 초조하고 몸도 묵직해지는 거 같아	10	20	70
아무 일도 없었는데 요즘 너무 초조하고 피곤해	10	20	70
마음 속에 분노가 많아지고…	70	10	20
정말 너무 힘들다. 그냥 죽어버리고 싶어.	10	20	70
남편이 자꾸 폭력을 쓰니까 내가 쓰레기처럼 느껴졌어	5	90	5
사람들이 전부 나를 얕잡아 보니까 자존감도 더 떨어지는 것 같아.	20	70	10
잘못은 본인이 했으면서 저한테 사과를 요구하기까지 했다니까요.	90	5	5
속은 내가 멍청했어	70	20	10
금방 우울해지고.. 피곤하고.	10	10	80
저는 우울한 기분이 친구들을 만나면 나아질 줄 알았어요.	5	5	90
그냥 날밤 새야 할 것 같아	5	5	90
먹는 양이 줄어서 아무 것도 안 하게 돼	5	5	90
살도 찌고 피부도 안 좋아지니까 너무 슬픈 것 같아	10	20	70
그냥 세상에서 내가 사라졌으면 좋겠어.	10	70	20
잠 안 와서 돌아버리겠네	20	10	70
지하철을 서서 오래 탔더니 몸이 처져	20	10	70
체중 늘어난 거 다 신랑 때문이야	10	10	80
매일 나 스스로를 욕해	70	20	10
술을 끊은 이후로 우울하고, 살 맛이 안나고, 잠도 안 와서 병원에 갔어요.	5	5	90
아무 문제도 없는데 자꾸 몸무게가 줄어	10	20	70
나 요즘 무력감이 심한 거 같아	20	10	70
집 문제 때문에 엄마랑 같이 사는데 너무 피곤하고 수시로 멍해져	70	10	20
내가 잃은 게 너무 많다는 생각이 들고 그래서 실패한 거 같아	10	80	10
우울증 오면서 밤에는 잠도 안 오고 배만 고프고 그래	5	5	90
내가 너무 작게 느껴져. 정말 초라한 기분이야.	20	70	10
일만 하니까 체중이 많이 나가버리게 된 것 같아	10	10	80
그냥 맞은편에서 돌진하는 아무 차량이나 들이박을까.	10	70	20
살찐 거 너무 심각해	5	5	90
코골이가 너무 심해서 자도 자도 피곤해	5	5	90
나도 못 믿겠고 남편도 못 믿겠고 우리 인생이 망한것 같아	20	70	10
식탐때문에 남들이랑 식사를 못 하겠어	20	10	70
왜 항상 나한테만 이딴 일이 생기는건지	90	5	5
그걸 들을 때마다 가슴이 무너져 내렸어요.	10	10	80
어떤 걸 해도 자꾸 참담하고 기분이 내려앉질 않아	10	70	20
이제 어떻게 해야 할지 모르겠어…	10	80	10
삶이 고독하다는 걸 느끼고 있어	10	70	20
속도 엄청 울렁거리거든.	10	10	80
더 이상 말하기도 싫고 남편이 자꾸 싫어지는 것 같아	10	80	10
예민해진 정도가 심해	5	5	90
숨이 안 쉬어지고 머리도 멍하고… 	10	10	80
온몸에서 힘이 빠져나가는 느낌이야	10	20	70
다른 사람들 만날 때 너무 그냥 씻는 것조차 싫고 마음이 초조해	5	5	90
시댁에서 이혼녀라고 손가락질 하는게 너무 힘들어	20	70	10
맨날 늘어져서 일도 못 하고 있어	5	5	90
하루 하루 사는게 깜깜한데 친구들은 만나서 뭐하나 하는 생각이 들더라고	20	10	70
항상 패배감에 젖어 있어.	10	80	10
마음이 답답해서 자꾸 악몽을 꿔요	5	5	90
모든 게 다 힘든데 말할 수가 없어서 더 쌓이는 것 같아	5	5	90
임신하고 나서 카톡방에서도 겉돌게 되는 것 같아	20	70	10
심하게 날카로워진 것 같아	20	10	70
내 시간이 없어서 너무 우울해.	10	10	80
엄청 잤는데도 한 시간밖에 못 잔 기분이에요	5	5	90
내 심장이 멈추는 것 같고 아무것도 못하겠어	90	5	5
카톡방에서도 혼자 겉도는 것 같아	20	70	10
힘 빠져서 여행 다녀왔더니 더 심해졌어	5	5	90
집에만 있었어요.	20	10	70
머리가 잘 안 돌아가니까 일에 집중이 안 돼.	10	10	80
심하게 체한 기분이야	10	20	70
임신한 게 너무 스트레스라 아무것도 못 하겠어	5	5	90
정말 죽겠다…	5	5	90
나만 항상 손해를 보는것 같아요	70	10	20
많이 먹고 싶은데 엄청 조금 먹게 돼	10	20	70
요새는 잘 안 먹어.	10	20	70
속이 불편한 정도가 심한 것 같아	10	20	70
아무 이유도 없이 컨디션이 별로야	10	10	80
이렇게 참고 살다간 속병 올 것 같아	20	10	70
남편이 바람을 피우니까 좌절감이 밀려오더라	10	70	20
요즘 사는 게 싫어요.	20	70	10
폭식증이 있는 것 같아	20	10	70
직장 가서 일만 하면 더 혼란스러워	80	10	10
사람이랑 만나기만 하면 감정기복이 더 심해지는 거 같아	20	10	70
인생이 왜 이렇게 비참해졌을까	10	70	20
남편 하는 행동 보면 갑자기 모든 게 허무하고 어이없는 것 같아	70	20	10
첫째 재우고 나면 아무것도 못 하겠어	10	10	80
목을 맨 적이 있어.	10	70	20
매일 변하는 내 모습에 계속 충격 먹고 진짜로 서러워	10	20	70
밥맛이 땅속에 뚝 떨어져버린 것 같아요	10	20	70
지나치게 많이 자는 거 같아	20	10	70
임신 후부터 남편이랑 자주 싸우게 되는데 매일 패배하는 기분이 들어	10	70	20
형과는 전혀 상대가 안 되니까 자존감도 많이 떨어졌죠.	20	70	10
영혼을 탈곡기로 돌린 느낌이야	20	10	70
애 낳을 생각에 살이 계속 빠져	5	5	90
이거 때문에도 또 스트레스 받고… 여러모로 진짜 너무 힘들다…	5	5	90
몸이 처져서 힘들어	10	10	80
너무 외롭고… 슬프고… 우울하고…	10	10	80
일이 어려워져서 슬럼프야	5	5	90
그래서 출퇴근길이 제일 힘든 것 같아요. 어딜 가나 사람이 너무 많아서…	20	10	70
애만 보면 그냥 뛰어내리고 싶어요	10	80	10
살이 너무 쪄버려서 속상해 죽겠어	5	5	90
너무 우울해서 그냥 죽어버리고 싶어요…	20	70	10
자꾸 아프니까 인생이 암담하게 느껴지더라고	10	10	80
그런데 계속 속이 울렁거리고 안정이 안 되는 거예요.	5	5	90
고독한 게 인생이란 걸 느끼고 있다고 해야 하나	5	90	5
요즘 부쩍 사람들이 빈정대는게 느껴져요.	10	70	20
요샌 수면제 없인 자지도 못하고 기분은 똥이야	20	10	70
나 혼자만 임신해서 놀 때나 뭐 할 때 나를 빼는 게 느껴져서 힘들어	5	90	5
배 불러온 상태에서 대중교통을 이용하니까 사람들이 곱지 않게 보더라.	10	70	20
예민해져서 혼자서 아무 것도 못 할 것 같아	5	5	90
저한테는 화장실을 가는게 너무 힘든 일이에요.	20	10	70
점점 홧병만 쌓여가요.	80	10	10
이런 잡생각 없이 그냥 열심히 살고 싶은데.. 부쩍 마음이 울적하네요.	5	90	5
다 뜯어 고치고 싶을 정도로 내 얼굴이 너무 못나 보여. 	5	90	5
그러고 나서 요즘 맘카페 들어가 보면 정말 너무 우울해져요.	20	10	70
먹고 싶은 생각이 완전 바닥이야	5	5	90
계속 집에만 있게돼.	10	20	70
조금밖에 못 자니까 자꾸 신경질을 내게 돼	10	20	70
과체중에서 못 벗어날 것 같아	20	10	70
하루하루가 지옥 같고 이게 사람 사는 건가 싶어	20	10	70
인생이 암울해졌어	90	5	5
잠을 못 자니까 더 우울해지는 것 같아	10	10	80
한강에 가면 유독 그런 생각해요. 빠져 죽을까. 빠지면 구출 될까, 한번에 죽을까.	10	70	20
누가 돌이라도 달아놓은 것처럼 몸이 무겁고 피로해	10	20	70
회사사람들이 냉소적이게 대하니까 나도 모르게 소리 지르고 화내게 되더라고	10	80	10
내가 너무 괴물같이 생긴 것 같아서 사람들하고 대화를 못 나누겠더라고.	20	70	10
푹 못 자는 이유는 스트레스 때문이야	20	10	70
하루하루가 스트레스야.	10	10	80
몸이 불편해서 뒤척거리게 되더라구요	10	10	80
임신 막바지라 의욕도 없고 심심해	20	10	70
목 매고 죽고 싶어	10	70	20
조금 자서 몽롱한지 자꾸 실수를 해	10	20	70
배가 불러온 후로 어디를 나가면 사람들이 시선이 따갑게 느껴졌어.	5	90	5
혼자 임신한 것 같아서 매일 폭발하는 것 같아	10	80	10
일도 알아보기 귀찮고 밤만 되면 우울해	70	20	10
누가 옆에 있으면 잠을 못 자겠어	10	10	80
고독해서 힘들어요	5	90	5
대전에는 친구도 없어서 처음에 너무 외로웠어.	10	70	20
잘 살아보려고 하는데도 다들 손가락질을 해대	5	90	5
내 힘으로 할 수 있는게 아무것도 없는 멍청이라서 사는게 괴로워	70	20	10
내가 할 수 있는게 뭔가 싶고 사는게 너무 힘에 부쳐	10	70	20
다들 나를 흉보고 깔보는 느낌이야	10	70	20
그 때는 별 생각 없었는데 얼마 후에는 되게 괴로웠어요.	5	5	90
나이 들면서 외모에 점점 자신감을 잃어가.	10	80	10
재미없다고 느껴도 재미있다고 말해	80	10	10
나이 들면서 점점 소심해지는 것 같아.	10	10	80
몸이 힘들어서 그런지 사소한 일에 자꾸 화가 나는 것 같아	70	10	20
임신에 자꾸 실패하니까 패자가 된 것 같아.	10	80	10
미술 입시 다녀도 돈 엄청 깨지긴 하니까… 하 돈 때문에 진짜 너무 죽고 싶어.	20	70	10
인생에 정답은 없을까요?	5	5	90
뭔가 찝찝해서 더 말도 안 섞었어	10	20	70
친구들이 나를 싫어하는것 같아서 만나기 싫어	80	10	10
남편 없는 여자라고 다들 나를 얕잡아봐	20	70	10
임신하고 권고사직 당하고 내 인생이 끝난것 같아서 너무 고통스러웠어	90	5	5
전부 나를 비웃는 것 같아서 너무 힘들어.	10	80	10
신랑한테 죄책감이 많이 드는 것 같아	10	70	20
찝찝한 기분을 지워보려고 했는데도 잘 안 돼	10	10	80
사는 게 참 어렵네요.	20	10	70
그거 듣고 나니까 정말 죽고 싶은 생각밖에 없어요.	20	70	10
직장을 그만두니까 너무 고독하다 진짜	10	70	20
절벽 앞에 서 있는 것처럼 불안해서 밖을 못 나가겠어요	5	5	90
지난 번에는 계속 짜증내니까 나도 화가 나는 거야.	70	10	20
깜깜한 인생을 같이 걸어가 줄 누군가가 필요해	20	10	70
살이 많이 붙긴 했는데 쪘다고 하니까 진짜 서러운 거야	10	10	80
임신초기부터 자꾸 집중력 떨어지고 우울해지는 것 같아	5	5	90
마음에 상처가 너무 심하게 나서 고통스러워	70	20	10
내 삶이 의미가 없고 너무 외로워요	10	70	20
다이어트 하는 사람처럼 살이 빠져	20	10	70
요즘 정말 우울해	90	5	5
남편이 옆에 있으면 더 혼란스러운 느낌이야	80	10	10
내가 가치 없게 여겨져요	20	70	10
불면증이 생긴 이유를 모르겠어	10	20	70
원래는 안 그랬는데 요즘 너무 대충 일해	20	10	70
매년 가을이 되면 조금씩 우울해져.	10	10	80
계속 안 좋은 생각이 들어서 우울해져요.	5	5	90
지나가는 초등학생들도 나를 만만하게 보는 것 같아.	5	90	5
내가 문제라서 아이가 안 크고 있나 이런 생각 들어서 울적해	5	5	90
식탐이 심해졌는데 이게 조절이 안 돼	5	5	90
늦게 자니까 항상 한 번에 잠이 안 들어요	10	10	80
신랑도 자꾸 나를 비웃는 것 같아서 너무 힘들어.	20	70	10
이번 구정 때도 정말 엄청 시달려서… 너무 힘들었어요.	10	20	70
치료해도 잠시뿐이고…다시 우울감이 심해졌어요.	10	20	70
내가 안전하다는 느낌을 못 받아요	10	20	70
내가 세상에서 쓸모 없는 인간처럼 느껴져요.	10	70	20
손목 긋고 죽어버렸으면 좋겠어	5	90	5
아무것도 안 했는데 피곤하고 멍해	70	10	20
일 년 반 사이에 거의 12kg가 쪄서…	10	20	70
제가 정말 엄청 우울했거든요.	20	10	70
내가 임신하는 바람에 프로젝트가 망했어	10	80	10
임신한 이후로 시댁에 안 갔는데 너무 죄책감 든다	5	90	5
내가 못난 사람이란 생각이 계속 들어요	10	70	20
너무 늘어진다	10	20	70
남편때문에 잠을 나눠잘 수밖에 없어	10	10	80
근데 밤에 자려고 눕거나 시간이 좀 생기면 우울해져.	5	5	90
갑자기 화가 막 치밀어 올라	70	20	10
죄책감이 너무 심해서 뭘 해야 하는지도 모르겠어	10	80	10
우울하고 아무것도 안하고 싶어서 방콕이에요	70	20	10
계속 불평하니까, 너무 우울해졌어.	10	10	80
진짜 뭔가..너무 허탈하고 용서할 수가 없어	70	20	10
일 그만두고 자존감이 떨어졌어	10	80	10
그냥 쳐다만봐도 나를 조롱하는 기분이 들어.	10	70	20
내 인생은 쓰레기야.	10	80	10
그냥 이제 그 사람이 싫어요	10	80	10
해야할건 많은데 뭘 할 의지가 안생겨	10	20	70
이런 내가 뭘 할 수 있겠어.	20	70	10
자다 깨도 딱히 뭘 하진 않아	5	5	90
교수님은 이미 잊으셨는지 종종 연락하시는데 그게 너무 힘들어요.	90	5	5
잠을 설치니까 자꾸 깨어 있는 것 같아	10	20	70
아이를 낳고 키우는 건 좋은데… 가끔 정말 미칠 듯이 화가 날 때가 있어.	90	5	5
스트레스를 받아서 그런지 몸무게도 갑자기 확 늘었어.	10	20	70
잠을 못 자니까 항상 멍해	10	20	70
사고 생길 거 같고 불안해	10	10	80
그리고 이유는 없는데 그냥 하루종일 우울해…	10	20	70
얼굴 보기도 싫어서 집에도 잘 안 들어가.	90	5	5
요즘 병원에 있을 때마다 계속 우울해요.	10	10	80
흥이 안 나요	10	20	70
내가 한심스럽게 느껴지니까 그냥 한숨만 나오고 자꾸 눈물을 쏟게 되는것 같아	5	90	5
남편이랑 모임에 나가면 다들 나를 무시하는 것 같은 느낌이 들었어.	20	70	10
예민해지는 이유를 모르겠어	10	20	70
하는 재판마다 다 실패하고… 정말 너무 죽고 싶다.	10	70	20
다 귀찮고 다 싫고 흥미가 없어요. 돈도 아무 의미가 없어요.	10	20	70
한번 성을 내면 스스로를 주체 못하겠어요	10	80	10
여자로써 인생이 끝난 것 같아	5	90	5
나만 이렇게 잠드는 게 힘든 건가 싶기도 해	20	10	70
그렇게 맨날 우울증에 대한 이야기를 보게 되니까 왠지 나도 우울해지는 거야.	10	20	70
잠깐 눈만 감았다 뜨는 수준이니까 힘들지	10	10	80
근데 요즘에 몸무게 다시 재보니까 살이 엄청 빠진 거예요.	20	10	70
오히려 임신하고 살이 빠졌어	20	10	70
먹고 싶은 생각도 안 들고 울기만 해	10	10	80
나는 왜 이거밖에 안 될까.	5	5	90
내가 왜 이런 남자와 결혼하려고 그 많은 걸 버렸나 원통해	5	5	90
외출해서 사람들을 보면 내가 더더욱 하찮게 느껴져.	20	70	10
인생이 공허하고 나 혼자 남겨진 기분이에요	20	70	10
가족들 때문에 감정기복이 너무 심해진 거 같아	20	10	70
누구랑 있어도 공허해	80	10	10
겨울에 체중이 확 늘어요	20	10	70
요즘 인수인계한다고 피곤하고 멍해	90	5	5
나 자궁경부암이 있다는 얘기를 듣고 나서 너무 초조하고 숨이 가빠	10	10	80
신경 쓰이는 일들이 자꾸 늘어나서 울적한 것 같아	10	20	70
인생이 꼬인 것 같아요.	10	70	20
너무 화나서 대자보 붙이고 망신이라도 주고 싶었는데 참았어.	70	20	10
봄만 되면 아무리 자도 피로가 안 풀려	10	10	80
나는 중학교 때부터 우울감이 심했어.	10	20	70
시댁에 얹혀 살다보니까 아무 의견도 못 내고 그냥 쥐죽은 듯이 살게 된것 같아	5	90	5
더 힘들고 스트레스받더라구요.	20	10	70
고독하고 너무 외로워요	5	90	5
밤에 잠을 못 자니까 미치겠다	5	5	90
임신하고 살 찌니까 패자가 된 기분이 들더라.	5	90	5
그냥 죽어버리고 싶어요.	10	80	10
나 절박한 상황이야	10	80	10
직장에서 잘리고 삶이 캄캄하게 느껴져	10	10	80
잠이 안 오는데 아무래도 신랑 때문인 것 같아요	20	10	70
루저가 된 것 같아서 마음이 너무 아파.	10	80	10
몸이 아프니까 임신도 포기하고 싶더라	5	90	5
피곤하고 몸이 무거우니까 자꾸 약속을 미루게 돼	20	10	70
잘 때 숨을 안 쉬는 게 되게 오래 가	10	10	80
그 때 우울 지수가 되게 높다고는 했어요. 좀 우울하기도 했고…	5	5	90
진통제까지 먹으니까 속도 안 좋아지는 것 같아.	20	10	70
저는 그냥 계속 안전하게 집안에만 있고 싶어요.	10	10	80
암울하니까 죽고 싶어	90	5	5
유일한 희망이었던 아기를 잃은거야	5	5	90
죄인이 된 것 같은 느낌에 하루 종일 시달려	10	70	20
혼자 있다 보니까 잠이 안 오네	10	10	80
과체중 된 상태 진짜 오바야	10	10	80
남편때문에 뭘 먹고 싶은 생각도 안 들어	10	10	80
수술복도 입기 힘들었어.	10	20	70
눈초리가 느껴지면 나도 모르게 얼굴이 붉히게 돼.	10	70	20
젖 도니까 입맛이 떨어지고 우울해	20	10	70
신경질이 너무 나서 내 살을 꼬집고 그래	70	20	10
나 때문에 모든 사람들이 불행해지는 거 같아	10	70	20
또 아들이라고 시댁 반응이 너무 냉소적이야	5	90	5
직장에서 쫓겨나니까 내가 너무 한심해보였어	10	80	10
모든 일이 나 때문에 악화된 거 같아서 괴로워	90	5	5
나중에 업무 복귀할 거 생각하면 기분이 오락가락하네	10	10	80
그런데 제가 의지할 사람도 없어서 너무 힘들었어요.	10	10	80
육아할 생각해서 그런지 별로 안 먹고 싶어요	20	10	70
살이 안 빠져서 우울해	90	5	5
누가 나 대신 해줬으면 좋겠어.	20	10	70
우울하고. 죽고 싶고. 보고싶고..	20	10	70
화가 나서 너무 힘들어	70	10	20
누워 있기만 하니까 살만 불어버리는 것 같아	5	5	90
밥맛이라는 게 뭔지 모르겠어요.	10	20	70
내 실수 때문에 다 망칠 거 같아서 압박감이 심해	10	70	20
나도 한번쯤은 투정부리고 싫은 소리해도 괜찮은 거 아닌가 분해	20	10	70
나 때문에 말아먹었어	80	10	10
집에만 있어서 그런지 자는 시간도 확 줄었어	20	10	70
스트레스때문인지 아무리 자도 계속 졸려	5	5	90
남편이 바람난 후로 피해의식이 생긴것 같아	90	5	5
교회만 가면 내가 죄인 같아	5	90	5
정말 그렇게 우울한 적도 없었어.	5	5	90
떨어지려고 난간에 서서 아래를 봤는데.	5	90	5
별일 아닌데도 화가 나요	70	20	10
내 잘못으로 커리어가 끊긴 거 같아	70	20	10
내가 너무 불필요한 인간 같아서 어디를 가도 눈치를 보게 돼	10	80	10
나한테 무슨 문제가 있나? 안 예뻐서 그런가? 싶고…	10	70	20
어쩔 수 없이 잠을 설치게 되는 것 같아	10	20	70
수업하는데 화는 못 내고… 열은 뻗치니까 담배에 손이 가더라.	70	10	20
이 집에서 나만 외부인 같은 느낌이에요.	10	70	20
아버지가 안 계셔서 시댁이 나를 무시하는 것 같아.	10	80	10
얼마 전부터 입맛이 준 것 같아	10	10	80
팀장 말에 반박도 못 하는 내가 미워	70	20	10
사춘기 때만큼 신경질이 많아졌어	80	10	10
2년 전부터 지속적으로 우울했어요.	20	10	70
전에는 어떻게든 해결해 보려고 화도내고 짜증도내고 했었어.	70	10	20
저 건사하기도 힘든데 애까지 키우려니까… 진짜 죽고 싶어요.	10	80	10
우울하고 짜증나고… 진짜 미치겠어요.	10	10	80
임신한 게 벌 받는 것 같아	80	10	10
아침에 눈 뜨면 그냥 우울해서 다시 눈 감고 그냥 자요.	20	10	70
너무 사소한 거에 짜증이 나니까 힘들어 죽겠어	10	80	10
괜히 화만 나고…	90	5	5
근데 점점 갈수록 저까지 힘들어지는 것 같아요.	10	10	80
나를 만만하게 보는 사람들이 많아서 너무 힘들어요	5	90	5
제왕 할 거 알지만 속이 상해요	5	5	90
긍정적으로 생각하려고 해도 자꾸 허망해지고 돌아버릴 것 같아	80	10	10
시도해볼 용기조차 안 나	5	5	90
제 인생은 망해버린 것 같아요…	10	70	20
자존감이 낮아서 스트레스를 잘 받는 것 같아	5	90	5
내가 이렇게 신경 쓰인다는데…자꾸 여직원만 감싸는 남편이 너무 미워.	80	10	10
예전에는 재밌었는데 요샌 왜 이렇게 흥미가 안 생기는지	90	5	5
가족한테도 찬밥이고 회사에서도 눈칫밥이고… 사는게 왜 이런 걸까…	20	70	10
주변에 사람을 다 잃은 거 같아요	5	90	5
친구들만 만나면 머릿속이 너무 혼란스러워	80	10	10
식욕도 너무 없고 무기력한 것 같아	5	5	90
나는 내가 살아야 할 가치를 못 느끼겠어.	10	80	10
천천히 숨을 들이쉬고 내쉬고 해도 너무 계속 초조하고 숨이 차	20	10	70
기분이 다운되니까 집중력이 떨어지는 걸까	20	10	70
여태 가치 없는 인생을 살았어	10	80	10
좌절감이 너무 지독하게 느껴져	10	80	10
여동생이 보고 부모님께 꼰지르지만 않았으면 딱이었는데.	90	5	5
집안일도 제대로 못 할 정도로 안절부절하고 숨이 차는 느낌이야	20	10	70
나는 정말 아무 것도 못 할 것 같단 생각만 들어.	10	10	80
유서 쓰고 뛰어내리고 싶어.	20	70	10
아기 갖고 내 꿈도 희망도 다 사라진 느낌이야	5	5	90
그럼 방에 틀어박혀서 절대 나오지도 않거든.	10	10	80
아무튼 그렇게 스트레스를 좀 많이 받았는지 요즘 너무 힘들어.	10	10	80
이유가 없는데 왜 그러는지도 모르겠고… 이거 때문에 너무 우울해요 요즘.	5	5	90
삶이 비참해졌어	20	70	10
돈도 없고 직장도 없고 남편도 없고 난 정말 값어치 없는 인간이야	10	80	10
가만히 있는 게 어려워서 회사에서 일도 못 하겠어	5	5	90
몸무게가 90에서 53까지 빠졌어요.	5	5	90
씹는 게 싫어서 그냥 주스 같은 거나 마셔.	5	5	90
남편만 생각하면 식욕이 안 생겨	10	10	80
우울해지면서 사람들이랑 멀리했어.	20	10	70
신랑이 예쁘다고 계속 말해주는데도 내가 너무 못생긴 것처럼 느껴져.	20	70	10
아기를 자꾸 못 가지니까 내가 너무 가치 없이 느껴지더라	10	80	10
관계 갖고 싶지도 않아서 더 스트레스 받아요	5	5	90
제가 혼자 못 자요	5	5	90
검사할 때만 되면 다 내 잘못 같고 다 망치는 것 같은 기분이 들어	10	70	20
나 너무 심각하게 아무것도 못 하겠는데	10	20	70
자신감도 엄청 떨어져서 오늘 면접도 망쳐버렸어요.	20	10	70
혼자 잘 때 악몽을 진짜 많이 꿔	5	5	90
완벽해야한다는 압박감에 힘들어.	20	10	70
나 때문인가..	20	10	70
나 요즘 모든 게 허망하게 느껴진다	90	5	5
사소한 일에도 쉽게 예민해지는 것 같아	5	5	90
직장 다니니까 체중이 엄청 불어버릴 수밖에 없어	10	20	70
한 달 사이에 살이 13kg 정도는 빠진 것 같아요.	10	20	70
힘이 싹 사라져버렸어	5	5	90
내가 좀 더 잘 했으면 아마 이렇게 끝나진 않았겠지	90	5	5
세상에서 아빠가 제일 싫고 미워.	90	5	5
계속 사람을 만나니까 먹게 돼서 과체중이 됐어	10	20	70
몸무게도 늘고요.	5	5	90
그냥 누워 있고만 싶거든	20	10	70
아기를 잃으니까 마음에 증오가 생기고 너무 고통스러웠어	90	5	5
결정이 오래 걸려	20	10	70
자는 게 너무 불편해서 움직이게 돼	5	5	90
사람들 만나봤자 마음만 아프니까 그냥 혼자 있게 돼	90	5	5
지나가는 아이들도 날 무시하는 것 같고.	10	70	20
약도 계속 같이 먹고 있는데 약 먹을 때마다… 너무 우울해요.	20	10	70
남편 가고 나면 그렇게 적적할 수가 없어	10	70	20
그러다 보니까 사람들 틈에 있어도 나 혼자 있는 기분이야.	10	70	20
출산 준비 중인데 슬럼프 너무 심해	10	10	80
이제 생활비도 점점 떨어져가고, 집에 올라가야 할 텐데… 모든 게 다 귀찮아요.	5	5	90
짧은 영상에도 집중이 안 돼	5	5	90
아이 문제로 너무 우울해요.	5	5	90
